mlb_id,name,team,single,double,triple,hr,sb,r,rbi,cs,k,bb,avg,wt_avg,woba,std_plus,pa,ab,pos,summarized_pos,cutline_raw,cutline_rank,summarized_pos_cut_rank,vdp_score,vdp_position_discount,vdp_score_adj,vdp_score_norm,vdp_dollars
642715.0,Willy Adames,SF,88.773888,34.723262,0.786156,26.10573,11.662,91.238,86.436,4.6196128,179.046,74.088,0.2457691,0.0786813,0.3304631,6.5817035,686,611.912,SS,MI,560.3803800000001,17.0,48.0,0.513148245113099,-1.26,1.773148245113099,1.0235756950018697,11.8
682829.0,Elly De La Cruz,CIN,88.476654,32.804928,5.8301,27.345528,57.29,101.1,84.924,14.8857586,204.896,68.748,0.2551949,0.0802698,0.3423304,12.1045222,674,605.252,SS,MI,835.319168,2.0,48.0,3.2527772281615426,-1.26,4.512777228161543,3.290360824582442,35.8
665487.0,Fernando Tatis Jr.,SD,94.319136,32.3698435,1.586793,39.273627,22.678,103.385,97.382,4.5715578,142.071,62.031,0.2769553,0.0862096,0.3716934,10.062848,667,604.969,OF,O,815.5967619999999,3.0,84.0,2.774952171547957,-2.01,4.784952171547957,3.540264075163553,38.4
645277.0,Ozzie Albies,ATL,102.748776,33.8875955,3.07325,22.577065,14.881,87.992,85.404,3.1909872,103.52,44.643,0.2694194,0.0813492,0.3307902,6.5580592,647,602.357,2B,MI,603.3023900000001,13.0,48.0,0.9612373694653422,-1.26,2.2212373694653422,1.3565392710473767,15.3
668804.0,Bryan Reynolds,PIT,105.756966,34.319376,3.024945,25.639719,8.148,90.986,83.517,2.6181029,145.985,58.394,0.2718972,0.0861578,0.3429265,6.2973805,679,620.606,OF,O,597.978314,21.0,84.0,0.8246102785739009,-2.01,2.8346102785739005,1.8399471713543045,20.5
605141.0,Mookie Betts,LAD,98.444601,38.48068,3.966543,29.0433,17.602,111.705,98.165,3.5117711,89.364,81.917,0.2855654,0.0902224,0.378489,8.9360923,677,595.083,"SS, OF",MI,766.9268,4.0,48.0,2.6235900446820923,-1.26,3.8835900446820926,2.727284100466906,29.8
680776.0,Jarren Duran,BOS,102.452532,38.09598,5.710848,18.322304,33.8,101.4,71.656,6.2406154,159.536,53.404,0.2643474,0.0833954,0.3264858,8.3064112,676,622.596,OF,O,660.449824,12.0,84.0,1.6796606449957654,-2.01,3.689660644995765,2.5581245562340094,28.1
678662.0,Ezequiel Tovar,COL,101.6871648,34.168758,3.9208,23.08878,10.14,84.5,82.472,3.622209,187.928,26.364,0.2507027,0.0790908,0.3003945,5.7979858,676,649.636,SS,MI,524.5406800000001,21.0,48.0,0.15343455776545198,-1.26,1.413434557765452,0.7709625607078496,9.2
677594.0,Julio Rodriguez,SEA,103.8933,36.13545,2.689875,29.403,27.0,97.2,91.8,6.075,155.925,45.9,0.2735998,0.0861866,0.3433788,9.2235517,675,629.1,OF,O,748.318,8.0,84.0,2.3006040847728926,-2.01,4.310604084772892,3.107143612669779,33.9
621020.0,Dansby Swanson,CHC,96.524352,28.16505,2.218881,21.254013,17.498,81.433,77.395,4.0702117,167.577,64.608,0.243531,0.0764873,0.3139821,6.0948819,673,608.392,SS,MI,517.2780779999999,24.0,48.0,0.09999196845375619,-1.26,1.3599919684537563,0.7346983867862213,8.8
650490.0,Yandy Diaz,TB,117.214391,34.456254,1.485984,17.98929,2.8266,91.0569,67.973,0.7540888,104.315,69.319,0.2835039,0.0890419,0.346199,4.5692967,673,603.681,1B,CI,521.44754,22.0,48.0,0.17131023749689894,-1.57,1.741310237496899,1.000653798693145,11.6
547180.0,Bryce Harper,PHI,95.038944,34.175232,2.054304,32.92128,8.736,95.1552,101.472,3.2538776,141.792,89.376,0.2818108,0.0883786,0.3836853,7.8457284,672,582.624,1B,CI,708.83808,4.0,48.0,1.8438836484764416,-1.57,3.4138836484764417,2.3213977066354117,25.6
621566.0,Matt Olson,ATL,78.55397,30.217814,0.063745,38.801246,0.671,98.637,110.044,0.2104761,161.04,76.494,0.2483352,0.0777644,0.3547715,7.5343091,671,594.506,1B,CI,650.0184760000001,9.0,48.0,1.2382663784676886,-1.57,2.808266378467689,1.818597259550974,20.2
608070.0,Jose Ramirez,CLE,97.8112,39.6814,2.8152,29.716,32.64,97.24,99.28,7.5898088,86.36,57.8,0.2732623,0.0867179,0.3528348,10.1428108,680,622.2,3B,CI,792.336,1.0,48.0,2.767432417854359,-1.57,4.337432417854359,3.1313351856730227,34.1
664023.0,Ian Happ,CHC,85.41696,29.84649,2.94532,25.00641,12.06,93.8,81.74,3.2918798,162.14,75.71,0.2409853,0.0753504,0.328329,6.3362585,670,594.29,OF,O,540.12846,34.0,84.0,0.3558241529865895,-2.01,2.365824152986589,1.467799492757431,16.5
663697.0,Jonathan India,KC,101.24772,36.3475,3.64212,16.1135,16.08,91.79,67.0,3.2959436,131.32,77.72,0.2656697,0.0830686,0.3383837,5.6561953,670,592.28,2B,MI,531.381,19.0,48.0,0.3712429211779262,-1.26,1.6312429211779262,0.922225139600998,10.8
686668.0,Brenton Doyle,COL,93.57972,27.633714,4.85025,23.8883175,34.119,86.97,69.576,6.8215733,187.32,46.83,0.2410145,0.0752471,0.3065518,8.0812946,669,622.17,OF,O,604.846905,18.0,84.0,0.8991662826116906,-2.01,2.9091662826116904,1.900637695954866,21.1
514888.0,Jose Altuve,HOU,116.723775,33.982524,1.842426,20.118837,22.077,97.005,67.569,4.66076,114.399,55.527,0.2814591,0.0878743,0.339607,7.0545113,669,613.473,2B,MI,637.7730220000001,10.0,48.0,1.3096457079137007,-1.26,2.5696457079137005,1.6275345534454295,18.2
683011.0,Anthony Volpe,NYY,96.336,30.153837,3.976536,21.321699,30.774,90.315,67.569,6.6450942,147.18,52.851,0.2463496,0.0769127,0.3114024,7.5583323,669,616.149,SS,MI,588.4191940000001,15.0,48.0,0.8157028681840761,-1.26,2.0757028681840763,1.2463646949878953,14.2
624413.0,Pete Alonso,FA,78.273,28.098,0.0,36.126,2.007,90.315,100.8183,1.1110579,163.905,64.893,0.2358804,0.0736441,0.331287,6.7293547,669,604.107,1B,CI,574.9506,14.0,48.0,0.48158193703578245,-1.57,2.0515819370357824,1.228286674013925,14.0
668901.0,Mark Vientos,NYM,81.103216,31.563,0.0,39.053952,1.336,86.84,102.872,0.4091628,191.048,56.78,0.2482251,0.0773824,0.3423077,7.0201989,668,611.22,3B,CI,616.2077119999999,10.0,48.0,0.7641031212965833,-1.57,2.3341031212965833,1.4432404949216509,16.3
691026.0,Masyn Winn,STL,113.19594,32.352576,4.647944,13.873024,16.7,87.508,66.8,3.6908473,112.892,50.1,0.2655276,0.0827764,0.3146143,5.3600197,668,617.9,SS,MI,513.454144,25.0,48.0,0.2101417241312063,-1.26,1.4701417241312063,0.8098184389104186,9.6
606466.0,Ketel Marte,ARI,97.872912,35.6845,5.538768,29.091872,7.337,100.717,92.713,2.2327808,114.724,76.705,0.284922,0.0886895,0.3765973,7.2245615,667,590.295,2B,MI,680.801232,9.0,48.0,1.6580687209195,-1.26,2.9180687209195,1.9079107320871054,21.2
543760.0,Marcus Semien,TEX,94.141047,32.2828,3.865932,20.001996,8.671,92.713,68.701,2.4781104,101.384,62.698,0.2487031,0.0774154,0.319451,5.0943563,667,604.302,2B,MI,482.892976,29.0,48.0,-0.1684948122078904,-1.26,1.0915051877921096,0.5581114237151203,6.9
646240.0,Rafael Devers,BOS,88.99592,34.48484,2.804736,34.065856,2.656,95.616,97.608,1.2078106,136.12,70.384,0.2701264,0.0837058,0.3661723,7.0085105,664,593.616,3B,CI,651.507136,8.0,48.0,1.2547684369966219,-1.57,2.8247684369966217,1.8319652087452456,20.4
518692.0,Freddie Freeman,LAD,102.30912,38.06712,2.223072,25.12576,9.296,102.256,100.264,2.6279323,106.24,77.688,0.286068,0.0886457,0.3698875,7.3519207,664,586.312,1B,CI,686.96256,6.0,48.0,1.8805857160779256,-1.57,3.4505857160779256,2.3526356948295057,25.9
656941.0,Kyle Schwarber,PHI,66.882114,22.046076,0.0,42.3657,4.641,100.776,90.168,1.5177697,196.248,92.157,0.23,0.0711642,0.3552404,7.5222314,663,570.843,UT,O,613.4442,17.0,84.0,0.7394680899091796,-2.01,2.7494680899091795,1.7711262152858707,19.7
623993.0,Anthony Santander,TOR,75.48255,34.77435,1.145664,36.016812,3.978,84.864,100.113,0.9528799,135.915,55.029,0.2424776,0.0750249,0.3351219,6.7926099,663,607.971,OF,O,587.973872,23.0,84.0,0.5484847218721638,-2.01,2.558484721872164,1.618703074515057,18.1
592450.0,Aaron Judge,NYY,76.2624,27.933752,0.491866,53.110274,5.958,112.54,114.526,2.0111211,176.754,107.906,0.2847861,0.0879827,0.4296021,10.4242553,662,554.094,OF,O,879.4896439999999,2.0,84.0,3.19876468137746,-2.01,5.20876468137746,3.9364712024980815,42.6
666182.0,Bo Bichette,TOR,115.17264,35.362839,2.85552,21.943878,7.932,88.574,80.642,2.7567662,125.59,43.626,0.2840011,0.0876076,0.3396495,5.7998249,661,617.374,SS,MI,593.381268,14.0,48.0,0.8241110388606611,-1.26,2.084111038860661,1.252678789957845,14.3
686469.0,Vinnie Pasquantino,KC,102.295252,39.325825,2.686743,21.9447,0.659,85.011,100.168,0.628958,87.647,61.287,0.2781477,0.0855423,0.34916,5.4352849,659,597.713,1B,CI,572.6082,15.0,48.0,0.7127165549955669,-1.57,2.282716554995567,1.4036332333794963,15.8
650333.0,Luis Arraez,SD,150.325542,32.831604,2.605005,6.108129,7.884,83.439,57.816,2.3360899,36.135,33.507,0.3077345,0.0943543,0.3245491,3.608425,657,623.493,"1B, 2B",MI,502.08577399999996,28.0,48.0,0.13658463600368914,-1.26,1.396584636003689,0.7594911747202815,9.0
680574.0,Matt McLain,CIN,86.176944,35.80434,3.33198,25.32369,22.47,82.818,85.386,5.7209153,169.488,60.348,0.2589812,0.0775932,0.3405196,7.3783302,642,581.652,"2B, SS",MI,622.0481399999999,12.0,48.0,1.05396492054079,-1.26,2.3139649205407897,1.4276923098559648,16.1
592518.0,Manny Machado,SD,95.340416,34.042464,1.040416,33.204752,7.6096,89.872,97.088,2.2538749,124.64,57.072,0.2732015,0.0836387,0.3573647,7.2798734,656,598.928,3B,CI,667.268512,7.0,48.0,1.3687917430775036,-1.57,2.9387917430775037,1.9248623170853403,21.4
671732.0,Lawrence Butler,ATH,89.08,31.44,2.62,28.165,18.34,88.425,72.05,4.1939626,153.925,51.745,0.2508143,0.076668,0.327232,6.9050564,655,603.255,OF,O,583.3850000000001,25.0,84.0,0.5834655363007459,-2.01,2.5934655363007457,1.6464147878014344,18.4
694671.0,Wyatt Langford,TEX,95.033295,33.60412,3.79638,25.955685,20.96,83.185,85.15,5.419462,127.725,69.43,0.2704877,0.0826816,0.3542182,7.4474707,655,585.5699999999999,OF,O,645.63411,14.0,84.0,1.2467573137671786,-2.01,3.2567573137671784,2.1886201993735654,24.2
671739.0,Michael Harris II,ATL,111.194104,33.497464,3.1255,26.897066,22.372,95.41,80.934,4.956226,130.942,37.506,0.2815726,0.0864642,0.3415882,8.0704852,658,620.494,OF,O,704.436396,10.0,84.0,1.8421274304883253,-2.01,3.8521274304883253,2.6996935159576636,29.6
661388.0,William Contreras,MIL,97.745232,33.919648,1.901232,27.17047,5.868,85.412,90.628,2.0612798,131.052,73.676,0.2779352,0.084569,0.3638286,6.1905604,652,578.324,C,C,609.1188200000001,1.0,20.0,0.8908632916174575,-2.17,3.0608632916174576,2.0253196342842665,22.4
665833.0,Oneil Cruz,PIT,91.595568,32.268132,3.485592,28.223124,26.732,84.108,89.976,5.2953429,189.732,59.984,0.2627841,0.0799589,0.3447812,8.400646,652,592.016,"SS, OF",MI,681.150744,8.0,48.0,1.5902791456039236,-1.26,2.8502791456039236,1.8526692819946031,20.6
608324.0,Alex Bregman,FA,95.844,34.556,2.4124,24.3196,2.608,84.5644,80.5872,1.0979922,82.804,70.416,0.2701794,0.0822091,0.3514555,5.1233094,652,581.5840000000001,3B,CI,536.6768,20.0,48.0,0.2018995659126207,-1.57,1.7718995659126207,1.0226747514715397,11.8
682985.0,Riley Greene,DET,94.58379,29.250732,4.769226,26.810784,5.208,82.677,85.932,2.0265485,162.75,72.912,0.2688423,0.0816768,0.3561657,5.7474349,651,578.088,OF,O,568.034704,28.0,84.0,0.46327186949964994,-2.01,2.4732718694996496,1.5515953848976831,17.4
695578.0,James Wood,WAS,98.623245,30.015657,3.597426,20.9247675,22.785,87.234,78.12,6.3895155,174.468,70.959,0.2640522,0.0802215,0.3400751,6.9847274,651,580.0409999999999,OF,O,603.140605,19.0,84.0,0.973798083624217,-2.01,2.983798083624217,1.9617806433175566,21.8
667670.0,Brent Rooker,ATH,79.95,29.25,1.95,37.245,8.125,84.5,89.05,2.4612373,193.7,59.8,0.2514317,0.07627,0.3481572,7.0481121,650,590.2,UT,O,614.9949999999999,16.0,84.0,0.7053206336978395,-2.01,2.7153206336978393,1.7436730552519815,19.4
502671.0,Paul Goldschmidt,NYY,89.57952,32.314464,1.444392,26.349624,7.128,85.536,88.776,1.9196688,173.016,57.672,0.2535675,0.0766812,0.3310317,5.928361,648,590.328,1B,CI,551.033744,18.0,48.0,0.3736224129140995,-1.57,1.9436224129140995,1.148030773916291,13.1
592206.0,Nick Castellanos,PHI,98.541982,34.169364,3.6261115,20.947272,4.529,76.993,85.404,1.9405021,155.28,38.173,0.2583406,0.0780041,0.3149233,4.7891563,647,608.827,OF,O,493.29563199999996,47.0,84.0,-0.14778837192384536,-2.01,1.8622116280761545,1.0882406624419962,12.5
701538.0,Jackson Merrill,SD,102.927348,35.440719,4.617639,27.0682155,13.587,89.286,87.992,4.1004178,116.46,35.585,0.2781317,0.0839798,0.3419321,7.058093,647,611.415,OF,O,653.485293,13.0,84.0,1.337862295297763,-2.01,3.347862295297763,2.2654169182194117,25.0
647304.0,Josh Naylor,ARI,94.791456,36.28905,0.0,25.178496,5.814,79.458,96.254,2.3548715,94.316,56.202,0.2649365,0.079872,0.3381095,5.8284815,646,589.798,1B,CI,566.7669760000001,17.0,48.0,0.532828637306695,-1.57,2.102828637306695,1.2667575757599638,14.4
668709.0,JJ Bleday,ATH,83.98,33.592,2.584,19.057,5.6202,73.644,71.706,1.8180337,143.412,74.936,0.2437783,0.0734933,0.325608,4.030519,646,571.064,OF,O,419.07900000000006,65.0,84.0,-0.8913940820809934,-2.01,1.1186059179190064,0.5754863771068601,7.1
650402.0,Gleyber Torres,DET,98.388384,30.261224,2.366298,16.930368,8.2688,80.75,72.998,2.606557,124.678,65.892,0.2550323,0.0768861,0.3220184,4.5008932,646,580.108,2B,MI,462.31420800000006,36.0,48.0,-0.36900620233892756,-1.26,0.8909937976610725,0.4330439821979108,5.6
656305.0,Matt Chapman,SF,75.760296,35.367854,2.220948,26.29866,6.46,82.042,83.334,3.0410269,167.96,65.246,0.2404594,0.0724927,0.3289355,5.4221715,646,580.754,3B,CI,499.08996,24.0,48.0,-0.16733140848358935,-1.57,1.4026685915164108,0.7636291480132406,9.1
572233.0,Christian Walker,HOU,78.45393,30.19374,0.0,32.774385,4.515,85.14,99.33,1.6850233,137.385,67.08,0.2447087,0.0736596,0.3398502,6.4782093,645,577.92,1B,CI,576.2413100000001,13.0,48.0,0.5226190714866702,-1.57,2.0926190714866704,1.259074361544554,14.3
691406.0,Junior Caminero,TB,97.409949,35.22519,2.927808,30.84939,2.652,82.212,92.157,1.610784,146.523,46.41,0.2698914,0.083507,0.3447216,6.098066,663,616.59,3B,CI,596.50434,11.0,48.0,0.6480375311102331,-1.57,2.218037531110233,1.35409698114761,15.3
682928.0,CJ Abrams,WAS,88.2501425,32.169933,5.329827,20.349664,41.795,86.805,67.515,8.9967969,125.385,43.081,0.2435322,0.0730781,0.3064881,8.4526218,643,599.919,SS,MI,623.793984,11.0,48.0,1.1771745411797878,-1.26,2.437174541179788,1.5233403569692152,17.1
673548.0,Seiya Suzuki,CHC,92.078208,32.24124,4.233348,25.804548,15.408,85.386,84.744,5.2246595,154.722,71.262,0.2704522,0.08103,0.3572678,6.8131666,642,570.738,OF,O,618.3892879999999,15.0,84.0,1.0107966359897949,-2.01,3.020796635989795,1.9922347813893604,22.1
683734.0,Andrew Vaughn,CHW,93.18309,31.726998,1.563912,20.86821,1.7334,73.83,77.04,0.5243683,133.536,46.224,0.2473114,0.0740968,0.3087144,3.9687992,642,595.776,1B,CI,428.84026,34.0,48.0,-0.823292508064143,-1.57,0.7467074919358571,0.34723763743324604,4.7
668227.0,Randy Arozarena,SEA,82.85652,27.258036,2.046696,21.9995424,19.902,73.188,79.608,10.914,166.278,67.41,0.2334896,0.0699557,0.3135312,6.0260077,642,574.59,OF,O,499.5092544,46.0,84.0,-0.11953775597745292,-2.01,1.890462244022547,1.108916043791047,12.7
665161.0,Jeremy Pena,HOU,110.560321,30.644928,2.353752,17.282642,18.589,79.484,71.151,5.3883724,117.303,31.409,0.2638517,0.0789293,0.3056711,5.6564771,641,609.591,SS,MI,531.3198520000001,20.0,48.0,0.26145951472371076,-1.26,1.5214595147237109,0.845306400406301,9.9
670623.0,Isaac Paredes,HOU,86.275395,29.368056,0.0,23.929812,0.641,82.689,73.074,0.6851689,103.201,74.356,0.2463156,0.0736835,0.3313918,4.2761342,641,566.644,3B,CI,449.665872,31.0,48.0,-0.6425367890387997,-1.57,0.9274632109612003,0.4553124454709987,5.8
660271.0,Shohei Ohtani,LAD,76.543092,30.46673,4.292136,47.2417,23.717,114.739,104.483,7.051,150.635,79.484,0.2823493,0.0844627,0.4090729,11.4678117,641,561.516,UT,O,912.9632,1.0,84.0,3.654681468212103,-2.01,5.664681468212103,4.371777234534179,47.2
669364.0,Xavier Edwards,MIA,124.298874,24.137496,4.176756,4.289572,41.665,82.689,51.28,7.6902418,99.355,62.818,0.2713725,0.0811791,0.3099125,6.520537,641,578.182,SS,MI,551.818432,18.0,48.0,0.7251336779905528,-1.26,1.9851336779905528,1.1787612572793296,13.5
641355.0,Cody Bellinger,NYY,94.15008,33.194826,2.381315,23.247147,9.615,85.253,83.33,3.514936,113.457,53.203,0.2602486,0.0778515,0.3303927,5.7636278,641,587.797,"1B, OF",O,548.926882,31.0,84.0,0.3942658921289274,-2.01,2.4042658921289273,1.4976722260220936,16.8
665862.0,Jazz Chisholm Jr.,NYY,89.7024,27.00544,3.32864,28.1344,35.84,87.04,83.2,9.9647413,167.68,51.2,0.2516489,0.0751615,0.3281893,9.1186542,640,588.8,"3B, OF",CI,692.6864,5.0,48.0,1.7116667221540187,-1.57,3.281666722154019,2.20956482766983,24.4
542303.0,Marcell Ozuna,ATL,91.07028,30.027888,0.0,33.765399,1.3419,82.431,92.655,0.4156101,159.111,58.788,0.2669086,0.0795946,0.3542286,6.1217139,639,580.212,UT,O,598.2618940000001,20.0,84.0,0.61786836823976,-2.01,2.62786836823976,1.673759927241743,18.7
621493.0,Taylor Ward,LAA,94.5081,30.894372,1.920834,22.899204,6.39,78.597,79.236,2.3049429,150.804,60.705,0.259768,0.0774652,0.3333924,5.0175033,639,578.295,OF,O,507.71622400000007,40.0,84.0,-0.07413154199556271,-2.01,1.9358684580044372,1.1423086392900652,13.1
593428.0,Xander Bogaerts,SD,112.74342,29.75256,1.534455,17.989695,18.06,75.465,78.69,3.3945531,110.295,52.89,0.2736318,0.0823657,0.3284263,5.899177,645,592.11,"2B, SS",MI,562.43817,16.0,48.0,0.5417089357845909,-1.26,1.8017089357845908,1.0442258675143496,12.0
595777.0,Jurickson Profar,ATL,96.457536,28.344008,1.8753,20.336806,9.212,88.172,81.592,1.9618817,111.86,73.696,0.2516047,0.0772618,0.3273886,5.4545127,658,584.304,OF,O,511.30483599999997,39.0,84.0,0.13568480453102327,-2.01,2.1456848045310233,1.2991104125558284,14.7
650859.0,Luis Rengifo,LAA,111.096564,25.203528,3.17133,12.676458,28.485,81.024,70.896,7.7083397,100.014,41.145,0.2570695,0.0759407,0.2977375,6.2565078,633,591.855,"2B, 3B",CI,539.468748,19.0,48.0,0.49101986597412306,-1.57,2.061019865974123,1.2353538672749829,14.1
808982.0,Jung Hoo Lee,SF,110.073636,37.271673,4.352508,16.80615,8.862,83.556,74.694,3.3778643,67.098,53.805,0.2909279,0.0859428,0.3499492,5.005411,633,579.195,OF,O,556.4519,29.0,84.0,0.5261717588150685,-2.01,2.536171758815068,1.6010761362543076,17.9
607043.0,Brandon Nimmo,NYM,87.003648,26.8758,2.765,21.022848,7.584,80.264,82.16,1.896,142.832,68.888,0.2444759,0.0721063,0.3238478,4.9345241,632,563.112,OF,O,476.793088,51.0,84.0,-0.2668235332285933,-2.01,1.7431764667714065,1.0019945272740838,11.6
668939.0,Adley Rutschman,BAL,98.981184,31.794828,1.361698,20.302425,3.786,84.1123,73.827,0.7529381,95.281,74.458,0.2739059,0.0806587,0.3511862,4.5846295,631,556.542,C,C,510.08115,4.0,20.0,0.012811187839668503,-2.17,2.1828111878396683,1.327268754043094,15.0
673357.0,Luis Robert Jr.,CHW,88.38417,30.57195,1.537116,24.8614,25.871,82.03,76.982,6.9725174,181.728,39.122,0.2455821,0.072318,0.3098853,7.2388923,631,591.878,OF,O,585.6693999999999,24.0,84.0,0.6885076866002388,-2.01,2.6985076866002387,1.7301877430217119,19.3
606192.0,Teoscar Hernandez,LAD,88.717338,30.30062,2.112588,31.2345,7.572,80.137,90.864,2.5181108,184.252,48.587,0.26161,0.0770378,0.3419279,6.3574419,631,582.413,OF,O,593.8560000000001,22.0,84.0,0.6256967115095173,-2.01,2.6356967115095173,1.6799948489021588,18.8
663993.0,Nathaniel Lowe,WAS,104.130775,24.76044,1.743453,16.849593,2.0823,76.982,79.506,0.5725929,136.927,73.827,0.264701,0.077948,0.3338116,3.9307394,631,557.173,1B,CI,457.312058,30.0,48.0,-0.4211447442243469,-1.57,1.1488552557756533,0.5950045694170619,7.3
678009.0,Parker Meadows,DET,90.612864,27.01656,6.901092,17.046432,26.376,82.896,58.6552,5.8758605,140.672,61.544,0.2499346,0.0732498,0.3207695,6.0139046,628,566.456,OF,O,516.8049920000001,37.0,84.0,0.12632525395435779,-2.01,2.1363252539543574,1.292030823940341,14.7
670770.0,TJ Friedl,CIN,88.960284,26.553618,4.741065,13.040517,23.142,79.779,63.336,4.641005,99.876,50.547,0.238687,0.067837,0.2961203,5.13764,609,558.453,OF,O,454.730102,58.0,84.0,-0.3546209817467192,-2.01,1.6553790182532806,0.9393132845910384,10.9
575929.0,Willson Contreras,STL,87.574344,30.366864,0.0,27.226848,4.389,75.867,83.391,2.215951,160.512,63.327,0.2575395,0.0753584,0.3408975,5.1865047,627,563.673,C,C,521.1490880000001,3.0,20.0,-0.051274779923926594,-2.17,2.1187252200760733,1.278739121156683,14.5
nan,Adolis Garcia,TEX,77.23275,27.26856,0.0604716,30.17007,9.39,76.998,83.884,3.3027775,179.036,50.08,0.233942,0.0683444,0.3155431,5.8396897,626,575.92,OF,O,512.8144200000002,38.0,84.0,-0.156097248221598,-2.01,1.8539027517784017,1.082174616929282,12.4
686611.0,Dylan Crews,WAS,103.30565,27.020664,2.88273,14.858736,28.17,80.754,70.738,7.4978839,130.208,42.568,0.2537876,0.0741421,0.3015333,6.3562042,626,583.432,OF,O,541.554416,33.0,84.0,0.46538362485655366,-2.01,2.4753836248565535,1.5532515612456053,17.4
664761.0,Alec Bohm,PHI,107.381664,35.395776,2.543424,17.27856,4.368,72.5712,79.872,1.7000169,98.592,40.56,0.2786909,0.0811573,0.3296426,4.2099408,624,583.44,3B,CI,496.95776,27.0,48.0,-0.10690373327138847,-1.57,1.4630962667286116,0.804970165409237,9.5
624585.0,Jorge Soler,LAA,73.71336,24.805368,1.248492,28.892248,1.246,80.99,84.728,0.5211031,161.357,70.399,0.2328253,0.0676922,0.3287374,4.9382526,623,552.601,OF,O,473.418488,52.0,84.0,-0.4699171790824185,-2.01,1.5400828209175814,0.8582597629144209,10.1
680869.0,Zack Gelof,ATH,79.616,31.1,1.866,21.77,26.746,70.286,68.42,6.0937463,181.624,52.248,0.2358079,0.0684493,0.308535,6.2654966,622,569.752,2B,MI,509.0100000000001,26.0,48.0,-0.09816444101901789,-1.26,1.1618355589809821,0.6034197034812364,7.4
